metric,random_forest_mean,naive_mean,linear_mean
rmse,0.7406354188317652,0.5462119001266862,0.5897606517136968
mae,0.5575345061762971,0.4359656350795357,0.477793670230285
mape,2.509402485464627,2.0254608562923737,2.200444861441681
